Year,Rank,SpacerDD,Player, AvgDist ,TotDist,TotDrives
1995,55,,Keith Fergus, 268.0 ,"43,948",164
1995,56,,Marco Dawson, 267.9 ,"43,942",164
1995,57,,Lee Janzen, 267.8 ,"49,283",184
1995,58,,J.L. Lewis, 267.7 ,"45,503",170
1995,59,,Ed Humenik, 267.6 ,"46,570",174
1995,59,,David Peoples, 267.6 ,"27,294",102
1995,61,,Fuzzy Zoeller, 267.0 ,"28,833",108
1995,62,,Bob Tway, 266.9 ,"48,837",183
1995,63,,Brian Kamm, 266.6 ,"47,996",180
1995,63,,Paul Stankowski, 266.6 ,"48,521",182
1995,65,,Jeff Maggert, 266.2 ,"40,467",152
1995,66,,Jeff Sluman, 266.1 ,"53,496",201
1995,66,,Payne Stewart, 266.1 ,"49,234",185
1995,68,,Dudley Hart, 265.9 ,"51,058",192
1995,68,,Joey Sindelar, 265.9 ,"37,757",142
1995,70,,Jesper Parnevik, 265.7 ,"32,419",122
1995,71,,Dan Forsman, 265.6 ,"40,899",154
1995,72,,Brian Henninger, 265.5 ,"41,949",158
1995,72,,Scott Hoch, 265.5 ,"50,712",191
1995,72,,Jerry Pate, 265.5 ,"37,166",140
1995,72,,Craig Stadler, 265.5 ,"35,307",133
1995,76,,Ronnie Black, 265.4 ,"47,769",180
1995,77,,John Wilson, 265.3 ,"50,413",190
1995,78,,Bruce Lietzke, 265.2 ,"28,106",106
1995,79,,Paul Goydos, 265.1 ,"57,801",218
1995,80,,Paul Azinger, 265.0 ,"38,960",147
1995,80,,Jay Williamson, 265.0 ,"34,456",130
1995,82,,Jay Delsing, 264.8 ,"38,126",144
1995,82,,Tom Lehman, 264.8 ,"34,424",130
1995,84,,Michael Allen, 264.7 ,"30,179",114
1995,85,,Billy Mayfair, 264.4 ,"52,357",198
1995,86,,Gil Morgan, 264.2 ,"37,521",142
1995,87,,Patrick Burke, 264.1 ,"36,971",140
1995,87,,Mark McCumber, 264.1 ,"33,804",128
1995,89,,Jay Don Blake, 263.5 ,"45,320",172
1995,89,,J.P. Hayes, 263.5 ,"42,684",162
1995,91,,Russ Cochran, 263.2 ,"42,634",162
1995,92,,Rick Fehr, 263.1 ,"39,993",152
1995,93,,Kirk Triplett, 262.9 ,"52,576",200
1995,94,,Lee Rinker, 262.8 ,"47,821",182
1995,,,tour average, 262.7 ,,
1995,95,,Jay Haas, 262.5 ,"43,318",165
1995,95,,Gene Sauers, 262.5 ,"37,273",142
1995,97,,Craig Parry, 262.4 ,"38,837",148
1995,98,,Bobby Wadkins, 262.3 ,"50,356",192
1995,99,,Jim McGovern, 262.2 ,"50,868",194
1995,100,,Mark Brooks, 262.0 ,"46,631",178
1995,100,,Chris DiMarco, 262.0 ,"46,110",176
1995,102,,Glen Day, 261.9 ,"46,877",179
1995,102,,Mike Springer, 261.9 ,"33,525",128
1995,102,,Mike Sullivan, 261.9 ,"44,529",170
1995,105,,Blaine McCallister, 261.7 ,"47,103",180
1995,106,,Howard Twitty, 261.6 ,"44,998",172
1995,107,,Brad Faxon, 261.2 ,"42,840",164
1995,108,,Bob Estes, 261.1 ,"45,165",173
1995,109,,Brandel Chamblee, 260.9 ,"37,571",144
1995,109,,Gary Hallberg, 260.9 ,"38,616",148
1995,109,,Steve Rintoul, 260.9 ,"50,093",192
1995,112,,Tom Kite, 260.7 ,"42,753",164
1995,113,,Emlyn Aubrey, 260.5 ,"44,799",172
1995,114,,Steve Pate, 260.4 ,"48,955",188
1995,115,,Jim Carter, 260.3 ,"49,968",192
1995,115,,Rocco Mediate, 260.3 ,"25,507",98
1995,117,,Chip Beck, 260.2 ,"48,396",186
1995,118,,Billy Ray Brown, 260.0 ,"33,797",130
1995,119,,Bob Burns, 259.9 ,"43,143",166
1995,119,,John Mahaffey, 259.9 ,"42,109",162
1995,121,,Pete Jordan, 259.8 ,"30,658",118
1995,122,,Scott Gump, 259.7 ,"48,302",186
1995,122,,Scott Simpson, 259.7 ,"44,141",170
1995,122,,Ted Tryba, 259.7 ,"53,246",205
1995,125,,Mike Hulbert, 259.3 ,"52,645",203
1995,125,,Justin Leonard, 259.3 ,"54,971",212
1995,125,,Mike Smith, 259.3 ,"37,333",144
1995,128,,Ray Stewart, 259.1 ,"34,195",132
1995,129,,Bart Bryant, 259.0 ,"42,478",164
1995,130,,Larry Nelson, 258.9 ,"28,996",112
1995,131,,Harry Taylor, 258.5 ,"43,945",170
1995,132,,Dillard Pruitt, 258.3 ,"39,522",153
1995,133,,Kawika Cotner, 258.1 ,"42,331",164
1995,133,,Nick Faldo, 258.1 ,"35,108",136
1995,133,,Bob Gilder, 258.1 ,"43,876",170
1995,136,,Ken Green, 258.0 ,"32,512",126
1995,137,,Mark Wiebe, 257.7 ,"32,983",128
1995,138,,Brian Claar, 257.6 ,"47,403",184
1995,138,,Joel Edwards, 257.6 ,"48,940",190
1995,140,,Skip Kendall, 257.5 ,"49,437",192
1995,141,,D.A. Weibring, 257.4 ,"42,722",166
1995,142,,Bill Porter, 257.3 ,"39,103",152
1995,143,,Dave Barr, 257.0 ,"40,607",158
1995,143,,Mark Wurtz, 257.0 ,"43,175",168
1995,145,,Fred Funk, 256.8 ,"57,533",224
1995,146,,Nolan Henke, 256.6 ,"41,573",162
1995,147,,Keith Clearwater, 256.4 ,"35,125",137
1995,147,,John Cook, 256.4 ,"41,022",160
1995,149,,Jim Furyk, 256.2 ,"52,258",204
1995,150,,Greg Kraft, 255.8 ,"50,912",199
1995,150,,Larry Mize, 255.8 ,"34,782",136
1995,150,,Curtis Strange, 255.8 ,"41,957",164
1995,153,,Steve Gotsche, 255.7 ,"41,423",162
1995,153,,John Morse, 255.7 ,"35,283",138
1995,155,,Chris Perry, 255.6 ,"44,468",174
1995,156,,Don Reese, 255.5 ,"38,323",150
1995,157,,Mark Carnevale, 255.3 ,"38,297",150
1995,157,,Loren Roberts, 255.3 ,"41,360",162
1995,159,,Fulton Allem, 254.9 ,"27,526",108
1995,159,,Billy Andrade, 254.9 ,"44,862",176
1995,159,,Corey Pavin, 254.9 ,"38,236",150
1995,162,,Dicky Pride, 254.8 ,"42,294",166
1995,163,,Lennie Clements, 254.7 ,"47,382",186
1995,163,,Clark Dennis, 254.7 ,"46,869",184
1995,165,,Joey Rassett, 254.6 ,"27,751",109
1995,166,,David Frost, 254.0 ,"34,544",136
1995,167,,Mike Brisky, 253.9 ,"44,184",174
1995,168,,Jerry Haas, 253.6 ,"41,590",164
1995,169,,David Edwards, 253.5 ,"37,523",148
1995,169,,Wayne Levi, 253.5 ,"25,852",102
1995,171,,Jeff Leonard, 253.3 ,"36,480",144
1995,172,,Ben Crenshaw, 253.1 ,"38,466",152
1995,173,,Tony Sills, 252.6 ,"36,874",146
1995,173,,Omar Uresti, 252.6 ,"48,508",192
1995,175,,David Feherty, 252.4 ,"33,815",134
1995,176,,Lanny Wadkins, 252.3 ,"29,517",117
1995,177,,Tray Tyner, 252.2 ,"41,361",164
1995,178,,Doug Tewell, 251.6 ,"27,671",110
1995,179,,Bob Lohr, 251.2 ,"45,724",182
1995,179,,David Ogrin, 251.2 ,"45,724",182
1995,181,,Doug Martin, 250.9 ,"46,167",184
1995,182,,Don Pooley, 250.6 ,"36,594",146
1995,182,,Dicky Thompson, 250.6 ,"35,084",140
1995,184,,Bruce Fleisher, 250.0 ,"34,500",138
1995,184,,Mike Reid, 250.0 ,"31,001",124
1995,186,,Tom Hearn, 248.8 ,"28,366",114
1995,187,,Tim Loustalot, 248.4 ,"27,324",110
1995,188,,Bill Britton, 246.6 ,"33,044",134
1996,1,,John Daly, 288.8 ,"39,278",136
1996,2,,John Adams, 286.7 ,"44,729",156
1996,3,,Fred Couples, 285.8 ,"35,435",124
1996,4,,Davis Love III, 285.7 ,"44,568",156
1996,5,,Tim Herron, 283.5 ,"55,572",196
1996,6,,Steve Stricker, 281.8 ,"43,961",156
1996,7,,Kelly Gibson, 280.8 ,"64,025",228
1996,8,,Phil Mickelson, 280.4 ,"40,933",146
1996,8,,Carl Paulson, 280.4 ,"48,784",174
1996,10,,Steve Jones, 280.0 ,"45,355",162
1996,11,,Scott McCarron, 279.9 ,"48,139",172
1996,12,,Vijay Singh, 279.8 ,"47,573",170
1996,13,,"Joe Acosta, Jr.", 279.7 ,"39,713",142
1996,14,,Chris Smith, 279.5 ,"44,722",160
1996,15,,Ernie Els, 278.8 ,"34,018",122
1996,16,,Woody Austin, 278.6 ,"64,074",230
1996,16,,Tom Purtzer, 278.6 ,"46,253",166
1996,18,,Mark Calcavecchia, 278.4 ,"55,119",198
1996,19,,Tom Watson, 278.3 ,"30,055",108
1996,20,,Lucas Parsons, 278.0 ,"31,140",112
1996,21,,"Jim Gallagher, Jr.", 277.2 ,"40,470",146
1996,22,,Stuart Appleby, 276.5 ,"52,530",190
1996,23,,Jesper Parnevik, 276.4 ,"35,373",128
1996,24,,Robert Gamez, 275.9 ,"41,381",150
1996,24,,Dan Pohl, 275.9 ,"32,008",116
1996,26,,Paul Stankowski, 275.7 ,"39,151",142
1996,27,,Tommy Tolles, 275.3 ,"50,112",182
1996,28,,Andrew Magee, 275.2 ,"41,831",152
1996,29,,David Duval, 275.0 ,"38,780",141
1996,30,,Jay Williamson, 274.9 ,"42,334",154
1996,31,,Andy Bean, 274.7 ,"41,202",150
1996,32,,Mike Heinen, 274.0 ,"52,060",190
1996,33,,Brian Henninger, 273.9 ,"46,015",168
1996,34,,Grant Waite, 273.8 ,"41,073",150
1996,35,,Charlie Rymer, 273.2 ,"49,183",180
1996,36,,Phil Blackmar, 272.9 ,"51,305",188
1996,37,,Tom Lehman, 272.8 ,"40,367",148
1996,38,,Michael Bradley, 272.6 ,"47,429",174
1996,39,,Payne Stewart, 272.2 ,"45,180",166
1996,40,,Marco Dawson, 272.1 ,"47,337",174
1996,40,,John Huston, 272.1 ,"45,716",168
1996,42,,Keith Fergus, 271.6 ,"45,627",168
1996,42,,Mike Standly, 271.6 ,"43,449",160
1996,44,,Kenny Perry, 271.5 ,"43,990",162
1996,45,,"Dave Stockton, Jr.", 271.3 ,"49,925",184
1996,46,,John Elliott, 271.2 ,"27,660",102
1996,47,,Paul Azinger, 271.1 ,"40,670",150
1996,47,,Steve Lowery, 271.1 ,"54,219",200
1996,49,,Curt Byrum, 270.9 ,"30,339",112
1996,50,,Jay Delsing, 270.8 ,"46,584",172
1996,51,,Taylor Smith, 270.7 ,"41,139",152
1996,52,,Greg Norman, 270.4 ,"25,419",94
1996,52,,Craig Stadler, 270.4 ,"27,579",102
1996,54,,Jeff Julian, 270.3 ,"37,296",138
1996,54,,Nick Price, 270.3 ,"25,950",96
1996,56,,David Toms, 270.0 ,"48,067",178
1996,57,,Hugh Royer III, 269.9 ,"49,113",182
1996,58,,Neal Lancaster, 269.5 ,"54,983",204
1996,58,,Duffy Waldorf, 269.5 ,"36,109",134
1996,60,,Craig Parry, 269.4 ,"42,560",158
1996,61,,Len Mattiace, 269.3 ,"45,777",170
1996,62,,Rocco Mediate, 269.2 ,"34,999",130
1996,62,,John Wilson, 269.2 ,"43,618",162
1996,64,,Larry Nelson, 269.0 ,"40,894",152
1996,65,,Ronnie Black, 268.8 ,"45,692",170
1996,65,,Fuzzy Zoeller, 268.8 ,"26,883",100
1996,67,,Mike Swartz, 268.7 ,"39,225",146
1996,68,,Guy Boros, 268.4 ,"49,931",186
1996,69,,Peter Jacobsen, 268.3 ,"32,191",120
1996,69,,Joey Sindelar, 268.3 ,"46,686",174
1996,69,,Ted Tryba, 268.3 ,"55,260",206
1996,72,,Keith Clearwater, 268.2 ,"41,833",156
1996,73,,Joey Gullion, 268.1 ,"46,651",174
1996,74,,Hal Sutton, 268.0 ,"47,171",176
1996,75,,Mike Sullivan, 267.9 ,"45,540",170
1996,76,,Greg Kraft, 267.7 ,"43,368",162
1996,77,,Tom Scherrer, 267.5 ,"47,617",178
1996,78,,Donnie Hammond, 267.4 ,"32,617",122
1996,79,,Hisayuki Sasaki, 267.3 ,"34,208",128
1996,80,,Jeff Maggert, 267.2 ,"46,496",174
1996,81,,Robin Freeman, 266.8 ,"54,423",204
1996,82,,David Peoples, 266.7 ,"29,872",112
1996,83,,Clarence Rose, 266.6 ,"45,318",170
1996,84,,Frank Lickliter II, 266.5 ,"44,780",168
1996,85,,Mark McCumber, 266.4 ,"25,045",94
1996,86,,Brad Bryant, 266.2 ,"44,183",166
1996,86,,Mark O'Meara, 266.2 ,"40,456",152
1996,88,,Chip Beck, 266.1 ,"48,970",184
1996,89,,Bryan Gorman, 266.0 ,"36,706",138
1996,,,tour average, 265.9 ,,
1996,90,,Brian Claar, 265.9 ,"55,308",208
1996,90,,Lee Janzen, 265.9 ,"47,866",180
1996,90,,Steve Jurgensen, 265.9 ,"46,272",174
1996,93,,Jeff Sluman, 265.8 ,"53,956",203
1996,93,,Mike Springer, 265.8 ,"45,187",170
1996,95,,Pete Jordan, 265.5 ,"38,767",146
1996,95,,Jim McGovern, 265.5 ,"46,193",174
1996,95,,Joe Ozaki, 265.5 ,"36,104",136
1996,98,,Scott Dunlap, 265.4 ,"42,463",160
1996,98,,Billy Mayfair, 265.4 ,"47,245",178
1996,100,,Tommy Armour III, 265.3 ,"28,119",106
1996,100,,Steve Rintoul, 265.3 ,"39,798",150
1996,102,,Russ Cochran, 265.2 ,"44,023",166
1996,102,,Jim Furyk, 265.2 ,"50,926",192
1996,102,,Gil Morgan, 265.2 ,"32,357",122
1996,102,,Kevin Sutherland, 265.2 ,"56,754",214
1996,106,,Joe Daley, 265.1 ,"40,821",154
1996,106,,David Frost, 265.1 ,"35,528",134
1996,106,,Bob Tway, 265.1 ,"41,354",156
1996,109,,Steve Elkington, 264.8 ,"32,838",124
1996,109,,Jerry Kelly, 264.8 ,"48,195",182
1996,109,,Blaine McCallister, 264.8 ,"48,189",182
1996,112,,Mark Brooks, 264.7 ,"51,347",194
1996,112,,Billy Ray Brown, 264.7 ,"40,768",154
1996,114,,Scott Hoch, 264.6 ,"50,799",192
1996,115,,Bobby Wadkins, 264.5 ,"48,665",184
1996,116,,Joel Edwards, 264.4 ,"49,707",188
1996,117,,Kirk Triplett, 264.3 ,"38,582",146
1996,118,,Dan Forsman, 264.2 ,"34,347",130
1996,118,,Dicky Pride, 264.2 ,"42,794",162
1996,120,,Nick Faldo, 264.1 ,"27,463",104
1996,120,,Ken Green, 264.1 ,"42,517",161
1996,120,,Robert Wrenn, 264.1 ,"38,029",144
1996,123,,Glen Day, 263.8 ,"46,958",178
1996,124,,Paul Goydos, 263.7 ,"44,298",168
1996,125,,Rick Fehr, 263.6 ,"38,748",147
1996,125,,Jay Haas, 263.6 ,"44,804",170
1996,125,,Brian Tennyson, 263.6 ,"39,538",150
1996,128,,Franklin Langham, 263.5 ,"48,480",184
1996,129,,Mike Hulbert, 263.1 ,"49,467",188
1996,130,,Patrick Burke, 263.0 ,"37,866",144
1996,130,,Brian Kamm, 263.0 ,"45,770",174
1996,132,,Bob Gilder, 262.5 ,"44,627",170
1996,133,,Justin Leonard, 262.3 ,"51,932",198
1996,134,,Jay Don Blake, 262.2 ,"47,715",182
1996,135,,David Ogrin, 262.1 ,"53,477",204
1996,136,,Fred Funk, 261.8 ,"56,548",216
1996,136,,Jeff Gallagher, 261.8 ,"43,974",168
1996,138,,Curtis Strange, 261.7 ,"39,256",150
1996,139,,John Cook, 261.6 ,"46,558",178
1996,139,,Gary Rusnak, 261.6 ,"40,808",156
1996,139,,Scott Simpson, 261.6 ,"34,531",132
1996,142,,Nolan Henke, 261.5 ,"41,847",160
1996,142,,Mark Wiebe, 261.5 ,"38,697",148
1996,144,,Sean Murphy, 261.2 ,"41,274",158
1996,145,,Emlyn Aubrey, 261.0 ,"30,275",116
1996,145,,Olin Browne, 261.0 ,"49,072",188
1996,147,,John Maginnes, 260.8 ,"42,251",162
1996,148,,Brad Fabel, 260.3 ,"44,768",172
1996,149,,Bob Estes, 260.0 ,"32,246",124
1996,149,,Chris Perry, 260.0 ,"35,354",136
1996,151,,Ron Whittaker, 259.9 ,"30,145",116
1996,152,,Bart Bryant, 259.8 ,"40,002",154
1996,153,,Tom Kite, 259.7 ,"33,767",130
1996,154,,Billy Andrade, 259.6 ,"45,166",174
1996,154,,Dillard Pruitt, 259.6 ,"38,414",148
1996,156,,Lee Rinker, 259.5 ,"51,905",200
1996,157,,Fulton Allem, 259.2 ,"27,991",108
1996,157,,D.A. Weibring, 259.2 ,"25,399",98
1996,159,,Wayne Levi, 259.1 ,"36,798",142
1996,160,,Jim Thorpe, 259.0 ,"28,491",110
1996,161,,Larry Mize, 258.7 ,"37,764",146
1996,161,,Gene Sauers, 258.7 ,"40,359",156
1996,163,,Tom Byrum, 258.3 ,"39,266",152
1996,163,,Scott Medlin, 258.3 ,"27,375",106
1996,165,,Dave Barr, 258.1 ,"29,940",116
1996,165,,Jim Carter, 258.1 ,"55,244",214
1996,167,,Mike Brisky, 257.8 ,"42,794",166
1996,167,,Brandel Chamblee, 257.8 ,"36,096",140
1996,169,,Scott Gump, 257.7 ,"50,001",194
1996,170,,Allen Doyle, 257.4 ,"45,294",176
1996,170,,Brad Faxon, 257.4 ,"40,158",156
1996,172,,David Edwards, 257.1 ,"42,168",164
1996,172,,Jeff Hart, 257.1 ,"33,428",130
1996,174,,Omar Uresti, 257.0 ,"48,319",188
1996,175,,Mike Reid, 256.1 ,"36,874",144
1996,176,,Lennie Clements, 256.0 ,"42,500",166
1996,177,,Wayne Grady, 255.7 ,"32,726",128
1996,178,,John Morse, 255.1 ,"47,960",188
1996,178,,Loren Roberts, 255.1 ,"39,282",154
1996,180,,Tray Tyner, 254.2 ,"25,932",102
1996,181,,Lanny Wadkins, 253.6 ,"31,445",124
1996,182,,Doug Martin, 253.2 ,"46,592",184
1996,182,,Don Pooley, 253.2 ,"31,902",126
1996,184,,Ben Crenshaw, 251.9 ,"27,712",110
1996,185,,John Mahaffey, 250.7 ,"32,593",130
1996,186,,Bob Lohr, 250.4 ,"45,063",180
1996,187,,Shane Bertsch, 250.2 ,"36,525",146
1996,188,,John Inman, 248.7 ,"39,300",158
1996,189,,Corey Pavin, 248.1 ,"38,202",154
1996,190,,Ed Fiori, 239.5 ,"28,976",121
1997,1,,John Daly, 302.0 ,"29,594",98
1997,2,,Tiger Woods, 294.8 ,"45,404",154
1997,3,,Bill Glasson, 287.5 ,"39,095",136
1997,4,,Davis Love III, 285.8 ,"49,159",172
1997,5,,Phil Mickelson, 284.1 ,"40,914",144
1997,5,,Chip Sullivan, 284.1 ,"43,750",154
1997,7,,Scott McCarron, 283.8 ,"44,843",158
1997,8,,Fred Couples, 283.5 ,"29,763",105
1997,9,,John Adams, 280.9 ,"45,513",162
1997,9,,Vijay Singh, 280.9 ,"44,383",158
1997,11,,Kelly Gibson, 280.2 ,"67,806",242
1997,12,,David Duval, 280.1 ,"52,659",188
1997,13,,Tim Herron, 279.7 ,"56,503",202
1997,14,,Mark Calcavecchia, 279.1 ,"51,909",186
1997,15,,Duffy Waldorf, 279.0 ,"49,657",178
1997,16,,Grant Waite, 278.6 ,"56,841",204
1997,17,,Stuart Appleby, 278.4 ,"40,926",147
1997,18,,Steve Jones, 278.2 ,"41,177",148
1997,19,,Hideki Kase, 278.1 ,"47,280",170
1997,20,,Steve Lowery, 277.8 ,"54,996",198
1997,21,,Paul Stankowski, 277.5 ,"54,942",198
1997,22,,Tom Purtzer, 277.2 ,"34,369",124
1997,23,,Kenny Perry, 277.0 ,"44,600",161
1997,24,,Brent Geiberger, 276.9 ,"51,512",186
1997,25,,Larry Silveira, 276.8 ,"32,660",118
1997,26,,Brian Henninger, 276.3 ,"42,547",154
1997,27,,Michael Christie, 276.1 ,"52,463",190
1997,27,,Marco Dawson, 276.1 ,"46,939",170
1997,29,,Shaun Micheel, 276.0 ,"29,252",106
1997,30,,"Dave Stockton, Jr.", 275.7 ,"54,596",198
1997,31,,"David Berganio, Jr.", 275.2 ,"45,678",166
1997,31,,Bradley Hughes, 275.2 ,"42,924",156
1997,33,,Tommy Tolles, 275.0 ,"46,748",170
1997,34,,Steve Stricker, 274.8 ,"30,232",110
1997,35,,Robert Gamez, 274.6 ,"45,042",164
1997,35,,Tom Pernice Jr., 274.6 ,"46,677",170
1997,37,,Jay Delsing, 274.4 ,"46,093",168
1997,37,,Brett Quigley, 274.4 ,"60,927",222
1997,37,,Ted Tryba, 274.4 ,"56,520",206
1997,40,,Phil Blackmar, 274.3 ,"49,366",180
1997,41,,Andrew Magee, 274.1 ,"53,731",196
1997,42,,Michael Bradley, 273.8 ,"45,723",167
1997,43,,Joe Durant, 273.3 ,"53,576",196
1997,44,,Robin Freeman, 273.2 ,"35,517",130
1997,45,,"Jim Gallagher, Jr.", 273.1 ,"47,527",174
1997,46,,Tommy Armour III, 272.7 ,"51,276",188
1997,46,,Paul Azinger, 272.7 ,"32,446",119
1997,46,,Rocco Mediate, 272.7 ,"43,628",160
1997,49,,Keith Fergus, 272.5 ,"31,613",116
1997,50,,David Toms, 272.3 ,"47,924",176
1997,51,,Eric Johnson, 272.1 ,"45,175",166
1997,52,,Ernie Els, 271.6 ,"30,963",114
1997,53,,Todd Demsey, 271.5 ,"40,177",148
1997,53,,Larry Nelson, 271.5 ,"29,050",107
1997,55,,Tom Lehman, 271.4 ,"36,638",135
1997,56,,Dan Forsman, 271.1 ,"45,547",168
1997,57,,Payne Stewart, 270.9 ,"44,704",165
1997,57,,Hal Sutton, 270.9 ,"51,746",191
1997,59,,Lee Janzen, 270.7 ,"52,237",193
1997,59,,Frank Nobilo, 270.7 ,"31,676",117
1997,61,,Mike Standly, 270.6 ,"46,538",172
1997,62,,Russ Cochran, 270.5 ,"55,728",206
1997,63,,Hugh Royer III, 270.4 ,"44,887",166
1997,64,,Bob Tway, 270.3 ,"48,918",181
1997,65,,Ken Green, 270.2 ,"28,644",106
1997,66,,Anthony Rodriguez, 270.1 ,"32,948",122
1997,67,,Dudley Hart, 269.9 ,"41,562",154
1997,68,,Stewart Cink, 269.8 ,"53,420",198
1997,68,,Robert Damron, 269.8 ,"51,802",192
1997,70,,Jim McGovern, 269.7 ,"48,010",178
1997,71,,Donnie Hammond, 269.6 ,"36,666",136
1997,72,,Tom Kite, 269.3 ,"37,704",140
1997,73,,Tom Byrum, 269.1 ,"52,743",196
1997,74,,Ronnie Black, 269.0 ,"45,737",170
1997,75,,Brad Bryant, 268.8 ,"41,925",156
1997,75,,Greg Norman, 268.8 ,"24,733",92
1997,77,,Paul Goydos, 268.5 ,"53,691",200
1997,77,,Neal Lancaster, 268.5 ,"54,230",202
1997,79,,Steve Elkington, 268.1 ,"32,172",120
1997,79,,Sandy Lyle, 268.1 ,"32,704",122
1997,81,,Jay Don Blake, 268.0 ,"48,769",182
1997,81,,Jay Haas, 268.0 ,"40,739",152
1997,83,,Billy Ray Brown, 267.9 ,"37,508",140
1997,83,,Brandel Chamblee, 267.9 ,"42,326",158
1997,83,,John Huston, 267.9 ,"40,189",150
1997,86,,Len Mattiace, 267.8 ,"57,048",213
1997,86,,Billy Mayfair, 267.8 ,"48,203",180
1997,88,,Ed Dougherty, 267.7 ,"34,806",130
1997,88,,Gabriel Hjertstedt, 267.7 ,"38,547",144
1997,88,,Peter Jacobsen, 267.7 ,"46,313",173
1997,88,,Taylor Smith, 267.7 ,"43,370",162
1997,92,,Jimmy Johnston, 267.5 ,"45,470",170
1997,92,,Mark Wiebe, 267.5 ,"39,856",149
1997,,,tour average, 267.3 ,,
1997,94,,Frank Lickliter II, 267.3 ,"45,434",170
1997,94,,Nick Price, 267.3 ,"29,940",112
1997,96,,Scott Dunlap, 267.2 ,"48,099",180
1997,96,,P.H. Horgan III, 267.2 ,"47,553",178
1997,96,,David Sutherland, 267.2 ,"43,824",164
1997,99,,Woody Austin, 267.1 ,"46,480",174
1997,100,,Skip Kendall, 266.9 ,"54,441",204
1997,100,,Craig Stadler, 266.9 ,"35,492",133
1997,102,,Joey Sindelar, 266.7 ,"54,414",204
1997,103,,Jeff Sluman, 266.6 ,"51,980",195
1997,104,,Billy Andrade, 266.5 ,"51,170",192
1997,104,,Tom Watson, 266.5 ,"25,581",96
1997,106,,Jack O'Keefe, 266.3 ,"39,942",150
1997,107,,Steve Pate, 266.2 ,"44,187",166
1997,108,,Jerry Kelly, 266.1 ,"46,830",176
1997,108,,Jesper Parnevik, 266.1 ,"34,860",131
1997,108,,Howard Twitty, 266.1 ,"25,546",96
1997,111,,Jimmy Green, 265.6 ,"43,554",164
1997,111,,Kevin Sutherland, 265.6 ,"44,893",169
1997,113,,Craig Kanada, 265.5 ,"28,673",108
1997,114,,Greg Kraft, 265.4 ,"55,198",208
1997,115,,Shane Bertsch, 265.2 ,"44,015",166
1997,116,,Kevin Burton, 265.0 ,"39,222",148
1997,116,,Bob Estes, 265.0 ,"36,575",138
1997,118,,Mike Springer, 264.9 ,"34,962",132
1997,119,,Doug Barron, 264.8 ,"54,547",206
1997,120,,Joe Ozaki, 264.7 ,"34,412",130
1997,121,,Clarence Rose, 264.5 ,"48,677",184
1997,121,,Gene Sauers, 264.5 ,"28,034",106
1997,123,,Patrick Burke, 264.4 ,"34,369",130
1997,123,,Pete Jordan, 264.4 ,"53,414",202
1997,125,,Jeff Maggert, 264.3 ,"47,037",178
1997,125,,Craig Parry, 264.3 ,"36,477",138
1997,125,,Lee Porter, 264.3 ,"42,822",162
1997,128,,John Wilson, 264.2 ,"48,080",182
1997,129,,Glen Day, 264.1 ,"42,258",160
1997,129,,Mike Hulbert, 264.1 ,"51,758",196
1997,131,,Jim Carter, 264.0 ,"51,741",196
1997,132,,John Cook, 263.9 ,"51,193",194
1997,132,,J.P. Hayes, 263.9 ,"50,139",190
1997,132,,Phil Tataurangi, 263.9 ,"40,112",152
1997,135,,Nolan Henke, 263.8 ,"43,265",164
1997,135,,Bob Wolcott, 263.8 ,"37,462",142
1997,137,,Curtis Strange, 263.7 ,"31,119",118
1997,137,,Kirk Triplett, 263.7 ,"46,406",176
1997,139,,Rick Fehr, 263.6 ,"36,376",138
1997,140,,Craig Bowden, 263.4 ,"28,978",110
1997,141,,David Ogrin, 263.3 ,"50,550",192
1997,142,,Blaine McCallister, 263.2 ,"44,737",170
1997,143,,Chris Perry, 263.0 ,"55,225",210
1997,144,,Jim Furyk, 262.9 ,"49,169",187
1997,144,,Fuzzy Zoeller, 262.9 ,"27,340",104
1997,146,,Guy Boros, 262.7 ,"41,511",158
1997,147,,Scott Gump, 262.6 ,"56,729",216
1997,148,,Olin Browne, 261.9 ,"52,913",202
1997,148,,Brian Claar, 261.9 ,"30,909",118
1997,150,,Nick Faldo, 261.8 ,"23,297",89
1997,150,,David Frost, 261.8 ,"34,817",133
1997,150,,Scott Simpson, 261.8 ,"41,886",160
1997,153,,Mark O'Meara, 261.7 ,"38,213",146
1997,154,,Brad Fabel, 261.6 ,"49,177",188
1997,154,,Scott Verplank, 261.6 ,"32,435",124
1997,156,,Lee Rinker, 261.4 ,"49,671",190
1997,157,,John Dowdall, 261.2 ,"31,865",122
1997,157,,Lanny Wadkins, 261.2 ,"37,090",142
1997,159,,Mike Brisky, 261.1 ,"51,961",199
1997,160,,Spike McRoy, 260.8 ,"35,472",136
1997,161,,Scott Hoch, 260.7 ,"45,368",174
1997,162,,D.A. Weibring, 260.6 ,"32,311",124
1997,163,,Paul Claxton, 260.5 ,"34,384",132
1997,164,,Fred Funk, 260.2 ,"59,327",228
1997,165,,Brad Faxon, 260.1 ,"36,936",142
1997,165,,Dicky Pride, 260.1 ,"39,536",152
1997,167,,Joel Edwards, 259.8 ,"47,797",184
1997,168,,Tim Simpson, 259.6 ,"32,705",126
1997,169,,Chip Beck, 259.5 ,"36,845",142
1997,170,,Rafael Alarcon, 259.3 ,"40,962",158
